"una vez que","once","Una vez que termine, te llamo.","Once I finish, I'll call you.",29\
"ahora que","now that","Ahora que est\'e1s aqu\'ed, podemos empezar.","Now that you're here, we can start.",29\
"por poco que","however little","Por poco que sea, ayuda.","However little it is, it helps.",29\
"para cuando","by the time","Para cuando llegues, ya habr\'e9 salido.","By the time you arrive, I'll have left.",29\
"en el momento en que","at the moment when","Te vi en el momento en que sal\'edas.","I saw you at the moment you were leaving.",29\
"por m\'e1s que","no matter how much","Por m\'e1s que lo intento, no puedo.","No matter how much I try, I can't.",29\
"a pesar de que","despite","A pesar de que estudi\'f3, no aprob\'f3.","Despite studying, he/she didn't pass.",29\
"aunque","even though","Aunque sea dif\'edcil, lo har\'e9.","Even though it's hard, I'll do it.",29\
"porque","because","No vine porque estaba enfermo.","I didn't come because I was sick.",29\
"ya que","since","Ya que no quieres, me voy.","Since you don't want to, I'm leaving.",29\
"pues","then","No hay m\'e1s, pues tendremos que esperar.","There is no more, so we will have to wait.",29\
"siempre que","provided that","Ir\'e9 siempre que me invites.","I'll go provided that you invite me.",29\
"por mucho que","no matter how much","Por mucho que corras, no llegar\'e1s a tiempo.","No matter how much you run, you won't arrive on time.",29\
"aun cuando","even if","Aun cuando llueva, iremos.","Even if it rains, we will go.",29\
"tan pronto como","as soon as","Te llamar\'e9 tan pronto como llegue.","I'll call you as soon as I arrive.",29\
"mientras que","while","Prefiero el t\'e9, mientras que \'e9l prefiere el caf\'e9.","I prefer tea, while he prefers coffee.",29\
"dado que","given that","Dado que no respondes, asumir\'e9 que est\'e1s de acuerdo.","Given that you don't respond, I'll assume you agree.",29\
"siempre y cuando","as long as","Puedes salir siempre y cuando regreses temprano.","You can go out as long as you come back early.",29\
"en caso de que","in case","Lleva una chaqueta en caso de que haga fr\'edo.","Take a jacket in case it's cold.",29\
"a menos que","unless","No iremos a menos que quieras.","We won't go unless you want to.",29\
"con tal de que","provided that","Puedes usar mi coche con tal de que lo cuides.","You can use my car provided that you take care of it.",29\
"para que","so that","Estudio para que mis padres est\'e9n orgullosos.","I study so that my parents are proud.",29\
"sin que","without","No puedo salir sin que me vean.","I can't go out without them seeing me.",29\
"antes de que","before","Te llamar\'e9 antes de que salgas.","I'll call you before you leave.",29\
"hasta que","until","No me ir\'e9 hasta que termines.","I will not leave until you finish.", "29"\
"despu\'e9s de que","after","Te ver\'e9 despu\'e9s de que termines.","I will see you after you finish.", "29"\
"aunque","even if","Ir\'e9 aunque est\'e9 cansado.","I will go even if I am tired.", "29"\
"por mucho que","no matter how much","Por mucho que trabaje, no termino.","No matter how much I work, I don't finish.", "29"\
"por m\'e1s que","no matter how much","Por m\'e1s que me expliquen, no entiendo.","No matter how much they explain to me, I don't understand.", "29"\
"a pesar de que","despite","A pesar de que llueve, saldr\'e9.","Despite the fact that it is raining, I will go out.", "29"\
"siempre que","provided that","Puedes ir siempre que regreses temprano.","You can go provided that you return early.", "29"\
"mientras","while","Puedes jugar mientras hago la cena.","You can play while I make dinner.", "29"\
"en cuanto","as soon as","Te aviso en cuanto llegue.","I will let you know as soon as I arrive.", "29"\
"cada vez que","each time that","Me llama cada vez que necesita ayuda.","He calls me each time that he needs help.", "29"\
"a medida que","as","A medida que crezco, entiendo m\'e1s.","As I grow, I understand more.", "29"\
"para cuando","by the time","Para cuando llegues, habr\'e9 terminado.","By the time you arrive, I will have finished.", "29"\
"tan pronto como","as soon as","Salimos tan pronto como llegaron.","We leave as soon as they arrived.", "29"\
"a fin de que","in order that","Trabajo a fin de que tengamos una vida mejor.","I work in order that we may have a better life.", "29"\
"con el objeto de que","with the aim that","Estudi\'e9 con el objeto de que aprobar.","I studied with the aim that I would pass.", "29"\
"de modo que","so that","Habl\'e9 despacio de modo que me entendiera.","I spoke slowly so that he could understand me.", "29"\
"sin embargo","however","Quer\'eda ayudar; sin embargo, no pude.","I wanted to help; however, I couldn't.", "29"\
"no obstante","nevertheless","Est\'e1 cansado; no obstante, seguir\'e1.","He is tired; nevertheless, he will continue.", "29"\
"es m\'e1s","what's more","Es inteligente; es m\'e1s, es muy trabajador.","He is intelligent; what's more, he is very hardworking.", "29"\
"por tanto","therefore","No hay tiempo; por tanto, debemos irnos.","There is no time; therefore, we must leave.", "29"\
"por ende","therefore","No estudi\'e9; por ende, reprob\'e9.","I didn't study; therefore, I failed.", "29"\
"por consiguiente","therefore","No hay comida; por consiguiente, debemos comprar.","There is no food; therefore, we must buy some.", "29"\
"en consecuencia","as a result","Llegu\'e9 tarde; en consecuencia, perd\'ed el vuelo.","I arrived late; as a result, I missed the flight.", "29"\
"adem\'e1s","besides","Adem\'e1s de pintar, tambi\'e9n esculpe.","Besides painting, he also sculpts.", "29"\
"incluso","even","Incluso \'e9l lo entendi\'f3.","Even he understood it.", "29"\
"igualmente","likewise","Igualmente, te deseo lo mejor.","Likewise, I wish you the best.", "29"\
"por ejemplo","for example","Me gustan los deportes, por ejemplo, el tenis.","I like sports, for example, tennis.", "29"\
"de hecho","in fact","De hecho, ya lo sab\'eda.","In fact, I already knew that.", "29"\
"en realidad","in reality","En realidad, no me interesa.","In reality, I am not interested.", "29"\
"en otras palabras","in other words","En otras palabras, debemos intentarlo.","In other words, we must try.", "29"\
"es decir","that is to say","Es decir, no podemos hacerlo.","That is to say, we cannot do it.", "29"\
"por lo visto","apparently","Por lo visto, llegar\'e1 tarde.","Apparently, he will arrive late.", "29"\
"en resumen","in summary","En resumen, debemos seguir adelante.","In summary, we must move forward.", "29"\
"en pocas palabras","in few words","En pocas palabras, no me gusta.","In few words, I don't like it.", "29"\
"sobre todo","above all","Sobre todo, cu\'eddate mucho.","Above all, take good care of yourself.", "29"\
"al fin y al cabo","after all","Al fin y al cabo, es tu decisi\'f3n.","After all, it's your decision.", "29"\
"a fin de cuentas","in the end","A fin de cuentas, todo sali\'f3 bien.","In the end, everything turned out well.", "29"\
"dicho esto","that said","Dicho esto, podemos continuar.","That said, we can continue.", "29"\
"de cualquier modo","anyway","De cualquier modo, lo intentar\'e9.","Anyway, I will try.", "29"\
"aun as\'ed","even so","No tengo tiempo; aun as\'ed, ir\'e9.","I don't have time; even so, I will go.", "29"\
"de todos modos","anyway","De todos modos, gracias por venir.","Anyway, thank you for coming.", "29"\
"al mismo tiempo","at the same time","Quiero descansar y, al mismo tiempo, viajar.","I want to rest and, at the same time, travel.", "29"\
"sin ir m\'e1s lejos","without going any further","Sin ir m\'e1s lejos, ayer ocurri\'f3.","Without going any further, it happened yesterday.", "29"\
"por otra parte","on the other hand","Por otra parte, podr\'edamos quedarnos.","On the other hand, we could stay.", "29"\
"en cierto modo","in a way","En cierto modo, tienes raz\'f3n.","In a way, you are right.", "29"\
"por si fuera poco","as if that weren't enough","Por si fuera poco, perd\'ed las llaves.","As if that weren't enough, I lost the keys.", "29"\
"ser","to be","La casa fue construida en 1900.","The house was built in 1900.", "25"\
"estar","to be","La puerta est\'e1 cerrada por el guardia.","The door is closed by the guard.", "25"\
"haber","to have (auxiliary)","Se ha dicho que llegar\'e1 tarde.","It has been said that he will arrive late.", "25"\
"que","that/which","La mujer que vive aqu\'ed es doctora.","The woman who lives here is a doctor.", "25"\
"quien","who","El hombre con quien habl\'e9 es mi t\'edo.","The man whom I spoke with is my uncle.", "25"\
"cuyo","whose","El estudiante cuyo libro olvidaste llam\'f3.","The student whose book you forgot called.", "25"\
"donde","where","Este es el lugar donde nac\'ed.","This is the place where I was born.", "25"\
"cuando","when","No s\'e9 el momento cuando ocurri\'f3.","I don't know the moment when it happened.", "25"\
"el cual","which","El proyecto, el cual es complejo, se aprob\'f3.","The project, which is complex, was approved.", "25"\
"la cual","which","La idea, la cual propusiste, es buena.","The idea, which you proposed, is good.", "25"\
"los cuales","which (plural)","Los documentos, los cuales firmaste, son legales.","The documents, which you signed, are legal.", "25"\
"las cuales","which (plural feminine)","Las casas, las cuales visitamos, est\'e1n en venta.","The houses, which we visited, are for sale.", "25"\
"lo que","what/that which","No entiendo lo que dices.","I don't understand what you are saying.", "25"\
"lo cual","which","Ella lleg\'f3 tarde, lo cual es inusual.","She arrived late, which is unusual.", "25"\
"cualquiera","whichever","Puedes elegir cualquiera de los dos.","You can choose whichever of the two.", "25"\
"el que","the one that","El que lleg\'f3 tarde debe explicar.","The one that arrived late must explain.", "25"\
"la que","the one that (feminine)","La que canta es mi hermana.","The one that sings is my sister.", "25"\
"los que","those who","Los que estudian, aprueban.","Those who study pass.", "25"\
"las que","those who (feminine)","Las que ganaron recibir\'e1n un premio.","Those who won will receive a prize.", "25"\
"pasiva","passive","La voz pasiva se usa en este texto.","The passive voice is used in this text.", "25"\
"activo","active","Prefiero usar la voz activa.","I prefer to use the active voice.", "25"\
"se voz pasiva","passive voice with 'se'","Se venden casas aqu\'ed.","Houses are sold here.", "25"\
"ser + participio pasado","to be + past participle","La carta fue enviada ayer.","The letter was sent yesterday.", "25"\
"fue escrito","was written","El libro fue escrito por Cervantes.","The book was written by Cervantes.", "25"\
"fue dicho","was said","Se dice que \'e9l es rico.","It is said that he is rich.", "25"\
"est\'e1 hecho","is made","El pastel est\'e1 hecho con chocolate.","The cake is made with chocolate.", "25"\
"est\'e1 cerrado","is closed","La tienda est\'e1 cerrada ahora.","The store is closed now.", "25"\
"por","by","El cuadro fue pintado por Picasso.","The painting was painted by Picasso.", "25"\
"idioma","language","El idioma espa\'f1ol es hermoso.","The Spanish language is beautiful.", "27"\
"modismo","idiom","Aprendimos varios modismos hoy.","We learned several idioms today.", "27"\
"expresi\'f3n","expression","Esa es una expresi\'f3n com\'fan.","That is a common expression.", "27"\
"coloquial","colloquial","Usa un lenguaje coloquial.","Use colloquial language.", "27"\
"echar de menos","to miss","Te echo de menos.","I miss you.", "27"\
"tener ganas de","to feel like","Tengo ganas de comer helado.","I feel like eating ice cream.", "27"\
"dar cuenta","to realize","Me di cuenta del error.","I realized the mistake.", "27"\
"estar de acuerdo","to agree","Estoy de acuerdo contigo.","I agree with you.", "27"\
"ponerse de pie","to stand up","Todos se pusieron de pie.","Everyone stood up.", "27"\
"estar en las nubes","to daydream","Est\'e1s en las nubes hoy.","You are daydreaming today.", "27"\
"irse por las ramas","to go off topic","No te vayas por las ramas.","Don't go off topic.", "27"\
"costar un ojo de la cara","to be very expensive","Ese coche cuesta un ojo de la cara.","That car is very expensive.", "27"\
"ser pan comido","to be very easy","El examen fue pan comido.","The exam was very easy.", "27"\
"tener prisa","to be in a hurry","Tengo prisa, llego tarde.","I'm in a hurry, I'm running late.", "27"\
"echar una mano","to help","\'bfPuedes echarme una mano?","Can you help me?", "27"\
"estar como una cabra","to be crazy","Ese hombre est\'e1 como una cabra.","That man is crazy.", "27"\
"meter la pata","to make a mistake","Met\'ed la pata en la reuni\'f3n.","I made a mistake in the meeting.", "27"\
"tomar el pelo","to tease","Me est\'e1s tomando el pelo.","You are teasing me.", "27"\
"ser u\'f1a y carne","to be inseparable","Ellos son u\'f1a y carne.","They are inseparable.", "27"\
"llover a c\'e1ntaros","to rain heavily","Est\'e1 lloviendo a c\'e1ntaros.","It's raining heavily.", "27"\
"no tener pelos en la lengua","to be straightforward","Ella no tiene pelos en la lengua.","She is very straightforward.", "27"\
"quedarse de piedra","to be stunned","Me qued\'e9 de piedra con la noticia.","I was stunned by the news.", "27"\
"estar sin blanca","to be broke","Estoy sin blanca este mes.","I'm broke this month.", "27"\
"hacer la vista gorda","to turn a blind eye","El jefe hizo la vista gorda.","The boss turned a blind eye.", "27"\
"tirar la toalla","to give up","No voy a tirar la toalla.","I'm not going to give up.", "27"\
"bailar con la m\'e1s fea","to get the worst part","Siempre me toca bailar con la m\'e1s fea.","I always get the worst part.", "27"\
"dormir a pierna suelta","to sleep soundly","Anoche dorm\'ed a pierna suelta.","Last night I slept soundly.", "27"\
"estar hecho polvo","to be exhausted","Despu\'e9s del trabajo, estoy hecho polvo.","After work, I'm exhausted.", "27"\
"ser la gota que colma el vaso","to be the last straw","Esto es la gota que colma el vaso.","This is the last straw.", "27"\
"al mal tiempo, buena cara","keep your chin up","Al mal tiempo, buena cara.","Keep your chin up.", "27"\
"el mundo es un pa\'f1uelo","it's a small world","\'a1Nos encontramos aqu\'ed! El mundo es un pa\'f1uelo.","It's a small world!", "27"\
"buscar tres pies al gato","to look for trouble","Siempre busca tres pies al gato.","He always looks for trouble.", "27"\
"matar dos p\'e1jaros de un tiro","to kill two birds with one stone","Podemos matar dos p\'e1jaros de un tiro.","We can kill two birds with one stone.", "27"\
"a caballo regalado no le mires el diente","don't look a gift horse in the mouth","A caballo regalado no le mires el diente.","Don't look a gift horse in the mouth.", "27"\
"estar entre la espada y la pared","between a rock and a hard place","Estoy entre la espada y la pared.","I'm between a rock and a hard place.", "27"\
"tener m\'e1s lana que un borrego","to be very rich","Ese hombre tiene m\'e1s lana que un borrego.","That man is very rich.", "27"\
"ser del a\'f1o de la pera","to be very old","Ese dicho es del a\'f1o de la pera.","That saying is very old.", "27"\
"a otro perro con ese hueso","tell it to someone else","A otro perro con ese hueso.","Tell it to someone else.", "27"\
"estar en la luna","to be distracted","Hoy est\'e1s en la luna.","Today you are distracted.", "27"\
"dar en el clavo","to hit the nail on the head","Has dado en el clavo con tu idea.","You hit the nail on the head with your idea.", "27"\
"poner los puntos sobre las \'edes","to make things clear","Es hora de poner los puntos sobre las \'edes.","It's time to make things clear.", "27"\
"sacar de quicio","to irritate","Me saca de quicio su actitud.","His attitude irritates me.", "27"\
"echar agua al mar","to do something pointless","Es como echar agua al mar.","It's like doing something pointless.", "27"\
"no tener ni pies ni cabeza","to make no sense","Su explicaci\'f3n no tiene ni pies ni cabeza.","His explanation makes no sense.", "27"\
"estar hasta las narices","to be fed up","Estoy hasta las narices de esperar.","I'm fed up with waiting.", "27"\
"andarse con rodeos","to beat around the bush","No te andes con rodeos y dime.","Don't beat around the bush and tell me.", "27"\
"a duras penas","barely","Llegu\'e9 a tiempo a duras penas.","I barely arrived on time.", "27"\
"dar la lata","to annoy","Deja de dar la lata.","Stop annoying me.", "27"\
"hacer borr\'f3n y cuenta nueva","to start over","Hagamos borr\'f3n y cuenta nueva.","Let's start over.", "27"\
"irse de la lengua","to spill the beans","Se fue de la lengua y lo cont\'f3 todo.","He spilled the beans and told everything.", "27"\
"ser un cero a la izquierda","to be useless","Me siento como un cero a la izquierda.","I feel like a useless person.", "27"\
"estar en apuros","to be in trouble","Estamos en apuros financieros.","We are in financial trouble.", "27"\
"no caber un alfiler","to be very crowded","En el concierto no cab\'eda un alfiler.","There wasn't a spot to breathe at the concert.", "27"\
"hacer las paces","to make peace","Despu\'e9s de discutir, hicimos las paces.","After arguing, we made peace.", "27"\
"pasarse de la raya","to cross the line","Te has pasado de la raya.","You have crossed the line.", "27"\
"poner el grito en el cielo","to complain loudly","La gente puso el grito en el cielo.","People complained loudly.", "27"\
"estar al pie del ca\'f1\'f3n","to be ready","Siempre est\'e1 al pie del ca\'f1\'f3n.","He is always ready.", "27"\
"tirar la casa por la ventana","to spare no expense","En su boda tiraron la casa por la ventana.","They spared no expense at their wedding.", "27"\
"ser un hueso duro de roer","to be tough","El examen fue un hueso duro de roer.","The exam was tough.", "27"\
"estar como un tren","to be attractive","Esa actriz est\'e1 como un tren.","That actress is very attractive.", "27"\
"tener madera de","to have the makings of","Tienes madera de l\'edder.","You have the makings of a leader.", "27"\
"estar como pez en el agua","to feel at home","En la monta\'f1a estoy como pez en el agua.","In the mountains, I feel at home.", "27"\
"irse por los cerros de \'dabeda","to go off on a tangent","Siempre se va por los cerros de \'dabeda.","He always goes off on a tangent.", "27"\
"no dar pie con bola","to not get anything right","Hoy no doy pie con bola.","Today I can't get anything right.", "27"\
"estar en la cuerda floja","to be on thin ice","Despu\'e9s del error, est\'e1 en la cuerda floja.","After the mistake, he's on thin ice.", "27"\
"quedarse en blanco","to blank out","En el examen me qued\'e9 en blanco.","I blanked out during the exam.", "27"\
"estar frito","to be in trouble","Si no estudio, estoy frito.","If I don't study, I'm in trouble.", "27"\
"tener un humor de perros","to be in a bad mood","Hoy tengo un humor de perros.","Today I'm in a bad mood.", "27"\
"ser una y carne","to be inseparable","Ellos son una y carne.","They are inseparable.", "27"\
"ponerse las pilas","to get cracking","Necesito ponerme las pilas.","I need to get cracking.", "27"\
"tener la sart\'e9n por el mango","to be in control","Ella tiene la sart\'e9n por el mango.","She is in control.", "27"\
"echar le\'f1a al fuego","to add fuel to the fire","No eches le\'f1a al fuego.","Don't add fuel to the fire.", "27"\
"hacer la pelota","to flatter","Est\'e1 haciendo la pelota al jefe.","He is flattering the boss.", "27"\
"no pegar ojo","to not sleep a wink","Anoche no pegu\'e9 ojo.","Last night I didn't sleep a wink.", "27"\
"poner los cuernos","to cheat","Descubri\'f3 que le pon\'eda los cuernos.","He discovered that she was cheating on him.", "27"\
"ser un manitas","to be handy","Mi padre es un manitas.","My father is handy.", "27"\
"dar gato por liebre","to deceive","Nos dieron gato por liebre.","They deceived us.", "27"\
"estar en el s\'e9ptimo cielo","to be in seventh heaven","Gan\'f3 la loter\'eda y est\'e1 en el s\'e9ptimo cielo.","He won the lottery and is in seventh heaven.", "27"\
"tener p\'e1jaros en la cabeza","to be scatterbrained","Tiene p\'e1jaros en la cabeza.","He is scatterbrained.", "27"\
"ver las estrellas","to see stars","Me golpe\'e9 y vi las estrellas.","I got hit and saw stars.", "27"\
"atar cabos","to put two and two together","Atando cabos, descubr\'ed la verdad.","By putting two and two together, I discovered the truth.", "27"\
"pasar la noche en blanco","to stay up all night","Pas\'e9 la noche en blanco estudiando.","I stayed up all night studying.", "27"\
"echar margaritas a los cerdos","to cast pearls before swine","Es como echar margaritas a los cerdos.","It's like casting pearls before swine.", "27"\
"estar como una rosa","to be fresh as a daisy","Despu\'e9s de descansar, estoy como una rosa.","After resting, I am fresh as a daisy.", "27"\
"tener la mosca detr\'e1s de la oreja","to be suspicious","Tengo la mosca detr\'e1s de la oreja con eso.","I'm suspicious about that.", "27"\
"nadar contra la corriente","to swim against the tide","Siempre nada contra la corriente.","He always swims against the tide.", "27"\
"estar hecho un flan","to be a nervous wreck","Antes del examen, estoy hecho un flan.","Before the exam, I'm a nervous wreck.", "27"\
"quedarse tan ancho","to act as if nothing happened","Minti\'f3 y se qued\'f3 tan ancho.","He lied and acted as if nothing happened.", "27"\
"llover sobre mojado","to make matters worse","Esto es llover sobre mojado.","This is making matters worse.", "27"\
"dormirse en los laureles","to rest on one's laurels","No te duermas en los laureles.","Don't rest on your laurels.", "27"\
"echar una cabezada","to take a nap","Voy a echar una cabezada.","I'm going to take a nap.", "27"\
"tener mala leche","to be bad-tempered","Tiene mala leche hoy.","He is bad-tempered today.", "27"\
"irse a fre\'edr esp\'e1rragos","to go away","\'a1Vete a fre\'edr esp\'e1rragos!","Go away!", "27"\
"estar hasta en la sopa","to be everywhere","Ese anuncio est\'e1 hasta en la sopa.","That advertisement is everywhere.", "27"\
"poner toda la carne en el asador","to give it one's all","Puse toda la carne en el asador.","I gave it my all.", "27"\
"a rajatabla","strictly","Sigui\'f3 las reglas a rajatabla.","He strictly followed the rules.", "27"\
"echar un cable","to help out","Necesito que me eches un cable.","I need you to help me out.", "27"\
"ser un cabeza dura","to be stubborn","Es un cabeza dura.","He is stubborn.", "27"\
"cantar las cuarenta","to tell off","Le cant\'e9 las cuarenta.","I told him off.", "27"\
"hacer el agosto","to make a killing","Los heladeros hacen el agosto en verano.","Ice cream vendors make a killing in summer.", "27"\
"no estar el horno para bollos","to be a bad time","No est\'e1 el horno para bollos.","It's not a good time.", "27"\
"pillar con las manos en la masa","to catch red-handed","Lo pillaron con las manos en la masa.","They caught him red-handed.", "27"\
"estar en Babia","to be daydreaming","Siempre est\'e1 en Babia.","He is always daydreaming.", "27"\
"no importar un pepino","to not care at all","No me importa un pepino.","I don't care at all.", "27"\
"perder los estribos","to lose one's temper","Perdi\'f3 los estribos en la reuni\'f3n.","He lost his temper in the meeting.", "27"\
"sudar la gota gorda","to sweat heavily","Sudo la gota gorda en el gimnasio.","I sweat heavily at the gym.", "27"\
"tener la cabeza en su sitio","to be sensible","Tiene la cabeza en su sitio.","He is sensible.", "27"\
"dar en el clavo","to get it right","Diste en el clavo con tu respuesta.","You got it right with your answer.", "27"\
"estar en el ajo","to be in the know","Est\'e1 en el ajo del plan.","He is in the know about the plan.", "27"\
"ser un trozo de pan","to be a good person","Es un trozo de pan.","He is a good person.", "27"\
"coger el toro por los cuernos","to take the bull by the horns","Hay que coger el toro por los cuernos.","We need to take the bull by the horns.", "27"\
"no tener un pelo de tonto","to be nobody's fool","No tiene un pelo de tonto.","He is nobody's fool.", "27"\
"dar la espalda","to turn one's back","Le dio la espalda a su amigo.","He turned his back on his friend.", "27"\
"hacer o\'eddos sordos","to turn a deaf ear","Hizo o\'eddos sordos a las cr\'edticas.","He turned a deaf ear to the criticism.", "27"\
"estar como una regadera","to be crazy","Est\'e1 como una regadera.","He is crazy.", "27"\
"ponerse morado","to stuff oneself","Me puse morado de comer.","I stuffed myself with food.", "27"\
"meterse en la boca del lobo","to enter the lion's den","Se meti\'f3 en la boca del lobo.","He entered the lion's den.", "27"\
"estar al loro","to be alert","Debes estar al loro en este trabajo.","You must be alert in this job.", "27"\
"andar con pies de plomo","to tread carefully","Hay que andar con pies de plomo.","One must tread carefully.", "27"\
"andar con rodeos","to beat around the bush","No andes con rodeos y dime la verdad.","Don't beat around the bush and tell me the truth.", "27"\
"ponerse las pilas","to get moving","Es hora de ponerse las pilas y terminar el proyecto.","It's time to get moving and finish the project.", "27"\
"tirar la toalla","to give up","No podemos tirar la toalla ahora.","We can't give up now.", "27"\
"echar le\'f1a al fuego","to add fuel to the fire","Tus comentarios solo echan le\'f1a al fuego.","Your comments only add fuel to the fire.", "27"\
"poner los puntos sobre las \'edes","to dot the i's and cross the t's","Necesitamos poner los puntos sobre las \'edes en este acuerdo.","We need to dot the i's and cross the t's in this agreement.", "27"\
"sacar de quicio","to drive crazy","El ruido me saca de quicio.","The noise drives me crazy.", "27"\
"ser un cero a la izquierda","to be worthless","Me siento como un cero a la izquierda en este equipo.","I feel like a worthless person on this team.", "27"\
"hacer la vista gorda","to turn a blind eye","El profesor hizo la vista gorda ante la trampa.","The teacher turned a blind eye to the cheating.", "27"\
"llover sobre mojado","to make matters worse","Sus quejas solo llueven sobre mojado.","His complaints only make matters worse.", "27"\
"ser pan comido","to be a piece of cake","El examen fue pan comido.","The exam was a piece of cake.", "27"\
"matar dos p\'e1jaros de un tiro","to kill two birds with one stone","Podemos matar dos p\'e1jaros de un tiro si hacemos ambas tareas a la vez.","We can kill two birds with one stone if we do both tasks at the same time.", "27"\
"estar en las nubes","to be daydreaming","Est\'e1s en las nubes durante la clase.","You are daydreaming during class.", "27"\
"tener los pies en la tierra","to be realistic","Necesitas tener los pies en la tierra sobre tus expectativas.","You need to be realistic about your expectations.", "27"\
"hacer castillos en el aire","to daydream","Deja de hacer castillos en el aire y act\'faa.","Stop daydreaming and take action.", "27"\
"buscar una aguja en un pajar","to look for a needle in a haystack","Encontrar mis llaves aqu\'ed es buscar una aguja en un pajar.","Finding my keys here is like looking for a needle in a haystack.", "27"\
"estar entre la espada y la pared","to be between a rock and a hard place","Estoy entre la espada y la pared con esta decisi\'f3n.","I am between a rock and a hard place with this decision.", "27"\
"a ojo de buen cubero","roughly","Calcul\'e9 la distancia a ojo de buen cubero.","I roughly estimated the distance.", "27"\
"irse por las ramas","to go off topic","No te vayas por las ramas y contesta.","Don't go off topic and answer.", "27"\
"estar sin blanca","to be broke","No puedo salir, estoy sin blanca.","I can't go out, I'm broke.", "27"\
"estar hecho polvo","to be exhausted","Despu\'e9s del partido, estoy hecho polvo.","After the game, I'm exhausted.", "27"\
"tener la sart\'e9n por el mango","to be in control","Ella tiene la sart\'e9n por el mango en la empresa.","She is in control in the company.", "27"\
"hacer de tripas coraz\'f3n","to pluck up courage","Hice de tripas coraz\'f3n y habl\'e9 con \'e9l.","I plucked up the courage and talked to him.", "27"\
"estar con la soga al cuello","to be in deep trouble","Estoy con la soga al cuello por las deudas.","I'm in deep trouble because of debts.", "27"\
"no tener ni un pelo de tonto","to be nobody's fool","No intentes enga\'f1arlo; no tiene ni un pelo de tonto.","Don't try to deceive him; he's nobody's fool.", "27"\
"ponerse como un tomate","to blush","Me puse como un tomate cuando me elogi\'f3.","I blushed like a tomato when he complimented me.", "27"\
"irse a pique","to go under","La empresa se fue a pique.","The company went under.", "27"\
"estar hasta el gorro","to be fed up","Estoy hasta el gorro de tus quejas.","I'm fed up with your complaints.", "27"\
"quedarse de piedra","to be stunned","Me qued\'e9 de piedra al verlo.","I was stunned when I saw him.", "27"\
"poner el dedo en la llaga","to touch a sore spot","Con tu comentario pusiste el dedo en la llaga.","With your comment, you touched a sore spot.", "27"\
"estar hecho un l\'edo","to be confused","Con tantas opciones, estoy hecho un l\'edo.","With so many options, I'm confused.", "27"\
"tener malas pulgas","to be grumpy","Hoy tienes malas pulgas.","You're grumpy today.", "27"\
"hacerse la boca agua","to make one's mouth water","El pastel me hace la boca agua.","The cake makes my mouth water.", "27"\
"sacar los trapos sucios","to air dirty laundry","No es el momento de sacar los trapos sucios.","It's not the time to air dirty laundry.", "27"\
"ser el ojo derecho","to be the favorite","Ella es el ojo derecho del profesor.","She is the teacher's favorite.", "27"\
"llevarse el gato al agua","to succeed","Al final, \'e9l se llev\'f3 el gato al agua.","In the end, he succeeded.", "27"\
"nadar entre dos aguas","to sit on the fence","No puedes seguir nadando entre dos aguas.","You can't keep sitting on the fence.", "27"\
"verlo todo negro","to be pessimistic","Despu\'e9s de la mala noticia, lo ve todo negro.","After the bad news, he is being pessimistic.", "27"\
"estar en la gloria","to be in heaven","Con este clima, estoy en la gloria.","With this weather, I'm in heaven.", "27"\
"echar una mano","to lend a hand","\'bfMe echas una mano con esto?","Can you lend me a hand with this?", "27"\
"ser un manitas","to be handy","Es un manitas arreglando cosas.","He is handy at fixing things.", "27"\
"no dar el brazo a torcer","to not give in","No dio el brazo a torcer en la negociaci\'f3n.","He did not give in during the negotiation.", "27"\
"ser un hueso duro de roer","to be a tough nut to crack","Convencerla es un hueso duro de roer.","Convincing her is a tough nut to crack.", "27"\
"estar con la mosca detr\'e1s de la oreja","to be suspicious","Estoy con la mosca detr\'e1s de la oreja con ese asunto.","I'm suspicious about that matter.", "27"\
"estar en el s\'e9ptimo cielo","to be in seventh heaven","Desde que naci\'f3 su hijo, est\'e1 en el s\'e9ptimo cielo.","Since his son was born, he is in seventh heaven.", "27"\
"tirar la casa por la ventana","to spare no expense","En su boda, tiraron la casa por la ventana.","At their wedding, they spared no expense.", "27"\
"ser un cabeza dura","to be stubborn","Es un cabeza dura y no cambia de opini\'f3n.","He is stubborn and doesn't change his mind.", "27"\
"cantar victoria antes de tiempo","to count one's chickens before they hatch","No cantes victoria antes de tiempo.","Don't count your chickens before they hatch.", "27"\
"hacerse el sueco","to pretend not to understand","Le pregunt\'e9 y se hizo el sueco.","I asked him, and he pretended not to understand.", "27"\
"poner toda la carne en el asador","to give it one's all","En el partido final, pondremos toda la carne en el asador.","In the final match, we will give it our all.", "27"\
"estar en la cuerda floja","to be on thin ice","Despu\'e9s del error, est\'e1 en la cuerda floja.","After the mistake, he's on thin ice.", "27"\
"no pintar nada","to be irrelevant","En esa decisi\'f3n, yo no pinto nada.","In that decision, I am irrelevant.", "27"\
"dar la lata","to be a nuisance","El ni\'f1o no para de dar la lata.","The child keeps being a nuisance.", "27"\
"ser de armas tomar","to be feisty","Ella es de armas tomar; no se rinde f\'e1cilmente.","She is feisty; she doesn't give up easily.", "27"\
"tener un humor de perros","to be in a bad mood","Con el calor, tengo un humor de perros.","With the heat, I'm in a bad mood.", "27"\
